record_number,normalized_year,vd17_id,title,Member_number_new,First_name_new,Last_name_new,Society_name_new,GND,role2,field_code,genre
282117,1680,9:743514N,"Carmen Heroicum, Qvô Heroem Gloriosissimvm, Celsissimum Comitem ac Dominum, Dn. Ottonem Wilhelmum Königsmarkium, Comitem in Westerwick & Stegholm/ Dynastam in Neuhauß/ Rotenburg/ Ralßwick/ &c. Sacr. Reg. Majest. Svec. Campi-Marschallum & Gubernatorem per Pomeraniam, Bremam, Vehrdamq[ue] Generalem, Dominum Suum Clementissimum, Cùm Superatis iot insidiis periculisq[ue], exantlatis tot molestiis, pacatâ jam Pomeraniâ, Bremâ, Vehrdaq[ue], qvietam Regiminis sedem conscenderet, Ex debita submißione ac devotione comitatur M. Gregorius Ristner, Scholæ Ancl. Rector",633,Otto Wilhelm von,Königsmarck,Der Hochgeneigte,gnd/104333316,GefeierteR,028C,Gelegenheitsschrift
282117,1680,9:743514N,"Carmen Heroicum, Qvô Heroem Gloriosissimvm, Celsissimum Comitem ac Dominum, Dn. Ottonem Wilhelmum Königsmarkium, Comitem in Westerwick & Stegholm/ Dynastam in Neuhauß/ Rotenburg/ Ralßwick/ &c. Sacr. Reg. Majest. Svec. Campi-Marschallum & Gubernatorem per Pomeraniam, Bremam, Vehrdamq[ue] Generalem, Dominum Suum Clementissimum, Cùm Superatis iot insidiis periculisq[ue], exantlatis tot molestiis, pacatâ jam Pomeraniâ, Bremâ, Vehrdaq[ue], qvietam Regiminis sedem conscenderet, Ex debita submißione ac devotione comitatur M. Gregorius Ristner, Scholæ Ancl. Rector",633,Otto Wilhelm von,Königsmarck,Der Hochgeneigte,gnd/104333316,GefeierteR,028C,Lyrik
290988,1678,9:743513E,"Ad Rugiam, Maris Baltici Insulam, Victoriâ Svedicâ adversus Danos, & Confœderatos, Providentiæ nutu singulari, Auspicio Caroli Regis, &c. Ductu Othonis Guilielmi Konigsmarkii, summi Castrorum Præfecti &c, VIII. Januar. idest Erhardi Die Anno MDCLXXVIII. mirè nobilitatam prosphonesis",633,Otto Wilhelm von,Königsmarck,Der Hochgeneigte,gnd/104333316,GefeierteR,028C,Gelegenheitsschrift
290988,1678,9:743513E,"Ad Rugiam, Maris Baltici Insulam, Victoriâ Svedicâ adversus Danos, & Confœderatos, Providentiæ nutu singulari, Auspicio Caroli Regis, &c. Ductu Othonis Guilielmi Konigsmarkii, summi Castrorum Præfecti &c, VIII. Januar. idest Erhardi Die Anno MDCLXXVIII. mirè nobilitatam prosphonesis",633,Otto Wilhelm von,Königsmarck,Der Hochgeneigte,gnd/104333316,GefeierteR,028C,Lyrik
294990,1677,9:743510G,"Anaxagoras Suecicus, Illustrissimo, & Generosissimo Heroi, ac Domino, Dn. Ottoni Guilielmo â Konigsmarc, Comiti Westervicemsi Et Heuhausensi; Generali Pomeraniæ, Rugiæq[ue] Gubernatori, & Summo Exercitus Suecici per Germaniam Campi Marschallo ... Strena Gemina Ana- Et Epigrammatica De Patriæ Regimîne, & Bellonæ Suecicæ, Imperio animitùs gratulante, & Academiarum studia ... M. Valentinus Olandus Annis plus XXIII. Ecclesiæ Sasso-Trantkoviensis Pastor ...",633,Otto Wilhelm von,Königsmarck,Der Hochgeneigte,gnd/104333316,GefeierteR,028C,Gelegenheitsschrift
294990,1677,9:743510G,"Anaxagoras Suecicus, Illustrissimo, & Generosissimo Heroi, ac Domino, Dn. Ottoni Guilielmo â Konigsmarc, Comiti Westervicemsi Et Heuhausensi; Generali Pomeraniæ, Rugiæq[ue] Gubernatori, & Summo Exercitus Suecici per Germaniam Campi Marschallo ... Strena Gemina Ana- Et Epigrammatica De Patriæ Regimîne, & Bellonæ Suecicæ, Imperio animitùs gratulante, & Academiarum studia ... M. Valentinus Olandus Annis plus XXIII. Ecclesiæ Sasso-Trantkoviensis Pastor ...",633,Otto Wilhelm von,Königsmarck,Der Hochgeneigte,gnd/104333316,GefeierteR,028C,Lyrik
303835,1675,9:743509U,"Ad Illustrissimum & Excellentissimum Dominum, Dn. Ottonem Wilhelmum Königsmark, Comitem in Westervvick & Stegholm, Dynastam in Rotenburg & Neuhaus, &c. Dominum suum clementem & gratiosissimum de felici ex Gallia reditu delatoq[ue] à Sacr. Reg. Maj. Sueciæ summo Militiæ apud exercitum in Germania regendiq[ue] Bremensem & Verdensem Ducatus Vicariatu Gratulatio Humillima, profecta à manu",633,Otto Wilhelm von,Königsmarck,Der Hochgeneigte,gnd/104333316,GefeierteR,028C,Gelegenheitsschrift
303836,1675,9:743504F,"Gratulatio Academiæ Greifesvaldensis, Qva Illustrissimum & Excellentissimum Heroa & Dominum, Dn. Ottonem Wilhelmum Königsmark, S.R. Maj: Sveciæ Summum Exercituum per Germaniam Legatum, Comitem in Westervvick & Stegholm, Dynastam in Rotenburg & Neuhaus, &c. Dominum Suum Clementem Et Gratiosissimum, devotè excipit humilimâ manu & subito officio Joannis Ernesti Pfuel/ Poës. & Eloqv. Prof. Ordin.",633,Otto Wilhelm von,Königsmarck,Der Hochgeneigte,gnd/104333316,GefeierteR,028C,Gelegenheitsschrift
303836,1675,9:743504F,"Gratulatio Academiæ Greifesvaldensis, Qva Illustrissimum & Excellentissimum Heroa & Dominum, Dn. Ottonem Wilhelmum Königsmark, S.R. Maj: Sveciæ Summum Exercituum per Germaniam Legatum, Comitem in Westervvick & Stegholm, Dynastam in Rotenburg & Neuhaus, &c. Dominum Suum Clementem Et Gratiosissimum, devotè excipit humilimâ manu & subito officio Joannis Ernesti Pfuel/ Poës. & Eloqv. Prof. Ordin.",633,Otto Wilhelm von,Königsmarck,Der Hochgeneigte,gnd/104333316,GefeierteR,028C,Hochschulschrift
99409,1648,27:753406U,"Christophorus Philippus Richter/ J.U.D. Comes Palatinus Cæsareus, In Universitate Jenensi Prof. Publ. Facultatis Juridicæ Senior, Curiæ Provincialis Et Scabinatvs Assessor. B.L.S.P.",735,Rudolf Wilhelm (von),Krause,Der Bescheidene,gnd/104324961,GefeierteR,028C,Hochschulschrift
99409,1648,27:753406U,"Christophorus Philippus Richter/ J.U.D. Comes Palatinus Cæsareus, In Universitate Jenensi Prof. Publ. Facultatis Juridicæ Senior, Curiæ Provincialis Et Scabinatvs Assessor. B.L.S.P.",735,Rudolf Wilhelm (von),Krause,Der Bescheidene,gnd/104324961,GefeierteR,028C,Gelegenheitsschrift
99409,1648,27:753406U,"Christophorus Philippus Richter/ J.U.D. Comes Palatinus Cæsareus, In Universitate Jenensi Prof. Publ. Facultatis Juridicæ Senior, Curiæ Provincialis Et Scabinatvs Assessor. B.L.S.P.",735,Rudolf Wilhelm (von),Krause,Der Bescheidene,gnd/104324961,GefeierteR,028C,Einblattdruck
80526,1696,15:748051L,"Als der Durchlauchtigste Fürst und Herr/ Hr. Johann Adolph/ Hertzog zu Sachsen/ Jülich/ Cleve und Berg/ ... Dero Hoch-Fürstliche Nahmens-Feyer am Feste St. Johannis, 1696. ... begiengen/ solte unter dem Frolocken ... eine Serenata ... in einer Tafel-Music præsentiren ...",719,Herzog Johann Adolph von,Sachsen-Weißenfels,Der Sorgfältige,gnd/104176865,GefeierteR,028C,Libretto
80526,1696,15:748051L,"Als der Durchlauchtigste Fürst und Herr/ Hr. Johann Adolph/ Hertzog zu Sachsen/ Jülich/ Cleve und Berg/ ... Dero Hoch-Fürstliche Nahmens-Feyer am Feste St. Johannis, 1696. ... begiengen/ solte unter dem Frolocken ... eine Serenata ... in einer Tafel-Music præsentiren ...",719,Herzog Johann Adolph von,Sachsen-Weißenfels,Der Sorgfältige,gnd/104176865,GefeierteR,028C,Gelegenheitsschrift
241435,1690,15:748088H,Mercurius wolte Den Ruhm Eines Durchlauchtigsten Landes-Vaters Bey Den fröhlich-erlebten Geburths-Tage/ Des Duchrleuchtigsten Fürsten ... Hn. Johann Adolphs/ Hertzogs zu Sachsen/ ... MDCXC. Aus heorsamster und unterthänigster Schuldigkeit vorstellen In einer Masqverade,719,Herzog Johann Adolph von,Sachsen-Weißenfels,Der Sorgfältige,gnd/104176865,GefeierteR,028C,Libretto
241435,1690,15:748088H,Mercurius wolte Den Ruhm Eines Durchlauchtigsten Landes-Vaters Bey Den fröhlich-erlebten Geburths-Tage/ Des Duchrleuchtigsten Fürsten ... Hn. Johann Adolphs/ Hertzogs zu Sachsen/ ... MDCXC. Aus heorsamster und unterthänigster Schuldigkeit vorstellen In einer Masqverade,719,Herzog Johann Adolph von,Sachsen-Weißenfels,Der Sorgfältige,gnd/104176865,GefeierteR,028C,Gelegenheitsschrift
97024,1649,23:740361Y,Glückwündschung/ Zu Ehren Denen Durchläuchtigen/ Hochgebohrnen Fürsten und Herren H. Christian/ und H. Moritzen/ Hertzogen zu Sachsen ... Bey dero glücklicher Ankunfft zu Wittenberg,643,Herzog Christian I. von,Sachsen-Merseburg,Der Kröhnende,gnd/104174420,GefeierteR,028C,Lied
97024,1649,23:740361Y,Glückwündschung/ Zu Ehren Denen Durchläuchtigen/ Hochgebohrnen Fürsten und Herren H. Christian/ und H. Moritzen/ Hertzogen zu Sachsen ... Bey dero glücklicher Ankunfft zu Wittenberg,643,Herzog Christian I. von,Sachsen-Merseburg,Der Kröhnende,gnd/104174420,GefeierteR,028C,Gelegenheitsschrift
273907,1682,15:745847E,Von Gottes Gnaden/ Wir Johann Georg der Dritte/ Hertzog zu Sachsen/ Jülich/ Cleve und Berg/ ... Würdiger/ Hochgelahrter/ lieber/ Andächtiger und Getreuer/ Demnach Uns der Rath zu Leipzig den elenden Zustand des abgebranten Städleins Taucha berichtet/ und umb Verstattung einer Collecte zu Wiederaufferbauung der geistlichen Gebeude daselbst/ unterthänigst angelanget ...,538,Freiherr Carl von,Friesen,Der Begehrte,gnd/103125434,GeistigeR SchöpferIn,028A,Einblattdruck
84483,1653,70:751897Y,Nächtliche Auffwartung/ Mit welcher Bey glücklicher Anherokunfft Der Hoch-wohlgeborne Graffe und Herr/ Herr Ludwig Günther/ der vier Graffen des Reichs/ Graffe zu Schwartzburg und Hohnstein/ Herr zu Arnstadt/ Sondershaußen/ Leutenberg/ Lohra und Clettenberg/ [et]c. den 5. Maji des 1653sten Jahres Jn Einer Von allerhand Jnstrumenten Musicalischer Zusammenstimmung empfangen wurde Von Denen dieser Zeit daselb[s]t studierens wegen sich befindenden Thüringer und resp. Lands-Kindern,448,Graf Ludwig Günther von,Schwarzburg-Arnstadt,Der Entlähmende,gnd/102816956,GefeierteR,028C,Gelegenheitsschrift
84483,1653,70:751897Y,Nächtliche Auffwartung/ Mit welcher Bey glücklicher Anherokunfft Der Hoch-wohlgeborne Graffe und Herr/ Herr Ludwig Günther/ der vier Graffen des Reichs/ Graffe zu Schwartzburg und Hohnstein/ Herr zu Arnstadt/ Sondershaußen/ Leutenberg/ Lohra und Clettenberg/ [et]c. den 5. Maji des 1653sten Jahres Jn Einer Von allerhand Jnstrumenten Musicalischer Zusammenstimmung empfangen wurde Von Denen dieser Zeit daselb[s]t studierens wegen sich befindenden Thüringer und resp. Lands-Kindern,448,Graf Ludwig Günther von,Schwarzburg-Arnstadt,Der Entlähmende,gnd/102816956,GefeierteR,028C,Lyrik
278463,1681,547:744954Q,Curriculum Vitæ,448,Graf Ludwig Günther von,Schwarzburg-Arnstadt,Der Entlähmende,gnd/102816956,GefeierteR,028C,Gelegenheitsschrift
278463,1681,547:744954Q,Curriculum Vitæ,448,Graf Ludwig Günther von,Schwarzburg-Arnstadt,Der Entlähmende,gnd/102816956,GefeierteR,028C,Biographie
35417,1666,547:744150R,Lugentes recrea Deus,546,Graf Christian Günter II. von,Schwarzburg-Arnstadt,Der Wohlbewährte,gnd/102620768,GefeierteR,028C,Gelegenheitsschrift
35417,1666,547:744150R,Lugentes recrea Deus,546,Graf Christian Günter II. von,Schwarzburg-Arnstadt,Der Wohlbewährte,gnd/102620768,GefeierteR,028C,Lyrik
35418,1666,547:744139W,Trauer- und Trost-Zeilen/ in einem Letter-Wechsel über Dem unverhofften ... Ableiben Des ... Herrn Christian Günthers/ Der Vier Grafen des Reichs/ Grafen zu Schwartzburgk und Hohnstein ... mildseeligster Gedächtniß,546,Graf Christian Günter II. von,Schwarzburg-Arnstadt,Der Wohlbewährte,gnd/102620768,GefeierteR,028C,Gelegenheitsschrift
35418,1666,547:744139W,Trauer- und Trost-Zeilen/ in einem Letter-Wechsel über Dem unverhofften ... Ableiben Des ... Herrn Christian Günthers/ Der Vier Grafen des Reichs/ Grafen zu Schwartzburgk und Hohnstein ... mildseeligster Gedächtniß,546,Graf Christian Günter II. von,Schwarzburg-Arnstadt,Der Wohlbewährte,gnd/102620768,GefeierteR,028C,Lyrik
31813,1667,56:740804K,Johannes Krone Welche Dem Herrn Johann Martin/ Graffen zu Stolberg/ Königstein/ Rochefort/ Wernigeroda und Hohnstein ... Seinem Gnädigen Graffen und Herrn/ Als dessen HochGräffl. Gnaden ... Ihren Gnaden- und Huldreichen NamensTag Johann Welcher am 24. Junius jährlich eintritt/ im Jahr unser Erlösung 1667.  ... hielten und begiengen/ und nunmehr ... 73. Jahre erlebet und erreichet hatten,228,Graf Hans Martin von,Stolberg-Stolberg,Der Bestehende,gnd/102556873,GefeierteR,028C,Gelegenheitsschrift
31813,1667,56:740804K,Johannes Krone Welche Dem Herrn Johann Martin/ Graffen zu Stolberg/ Königstein/ Rochefort/ Wernigeroda und Hohnstein ... Seinem Gnädigen Graffen und Herrn/ Als dessen HochGräffl. Gnaden ... Ihren Gnaden- und Huldreichen NamensTag Johann Welcher am 24. Junius jährlich eintritt/ im Jahr unser Erlösung 1667.  ... hielten und begiengen/ und nunmehr ... 73. Jahre erlebet und erreichet hatten,228,Graf Hans Martin von,Stolberg-Stolberg,Der Bestehende,gnd/102556873,GefeierteR,028C,Lyrik
48932,1663,15:752329V,Dem @Hochwürdigsten/ Durchleuchtigsten/ Hochgebohrnen Fürsten und Herrn/ Herrn Mauritien/ Hertzogen zu Sachsen/ Jülich/ Cleve und Berg/ ... Wurde An Dero ... Geburths-Tage/ So dem 28. Mertz 1663. in Dreßden gefeyert ward/ Aus unterthänigster Schuldigkeit Folgendes übergeben,450,Herzog Moritz von,Sachsen-Zeitz,Der Sittsame,gnd/102305889,GefeierteR,028C,Gelegenheitsschrift
48932,1663,15:752329V,Dem @Hochwürdigsten/ Durchleuchtigsten/ Hochgebohrnen Fürsten und Herrn/ Herrn Mauritien/ Hertzogen zu Sachsen/ Jülich/ Cleve und Berg/ ... Wurde An Dero ... Geburths-Tage/ So dem 28. Mertz 1663. in Dreßden gefeyert ward/ Aus unterthänigster Schuldigkeit Folgendes übergeben,450,Herzog Moritz von,Sachsen-Zeitz,Der Sittsame,gnd/102305889,GefeierteR,028C,Lyrik
97024,1649,23:740361Y,Glückwündschung/ Zu Ehren Denen Durchläuchtigen/ Hochgebohrnen Fürsten und Herren H. Christian/ und H. Moritzen/ Hertzogen zu Sachsen ... Bey dero glücklicher Ankunfft zu Wittenberg,450,Herzog Moritz von,Sachsen-Zeitz,Der Sittsame,gnd/102305889,GefeierteR,028C,Lied
97024,1649,23:740361Y,Glückwündschung/ Zu Ehren Denen Durchläuchtigen/ Hochgebohrnen Fürsten und Herren H. Christian/ und H. Moritzen/ Hertzogen zu Sachsen ... Bey dero glücklicher Ankunfft zu Wittenberg,450,Herzog Moritz von,Sachsen-Zeitz,Der Sittsame,gnd/102305889,GefeierteR,028C,Gelegenheitsschrift
23138,1669,5051:753602Z,Demnach dem großen Gott gefallen ... einen schwehren Trauerfall zu schicken/ und den ... Herrn Friederich Wilhelmen/ Herzogen zu Sachsen/ Jülich/ Cleve und Berg [et]c. unsern gnädigsten lieben Landes-Vater/ Fürsten und Herrn ... nach ausgestandener Kranckheit/ nechstverwichenen Donnerstag/ am 22. dieses Monats Aprilis ... uf dero Fürstl. Residentz Altenburg/ durch einen ... sanfften und seligen Tod von dieser Jammer-Welt zu sich  ... abzufordern/ auch derowegen über solchen Fürstl. Todes-Fall ein gemeines Land-Trauren in Fürstenthumen und Landen anzustellen und auszuschreiben ... Daran geschicht Unser Will und Meinung,577,Herzog Friedrich Wilhelm II. von,Sachsen-Altenburg,Der Unschätzbare,gnd/102109168,GefeierteR,028C,Verordnung
23138,1669,5051:753602Z,Demnach dem großen Gott gefallen ... einen schwehren Trauerfall zu schicken/ und den ... Herrn Friederich Wilhelmen/ Herzogen zu Sachsen/ Jülich/ Cleve und Berg [et]c. unsern gnädigsten lieben Landes-Vater/ Fürsten und Herrn ... nach ausgestandener Kranckheit/ nechstverwichenen Donnerstag/ am 22. dieses Monats Aprilis ... uf dero Fürstl. Residentz Altenburg/ durch einen ... sanfften und seligen Tod von dieser Jammer-Welt zu sich  ... abzufordern/ auch derowegen über solchen Fürstl. Todes-Fall ein gemeines Land-Trauren in Fürstenthumen und Landen anzustellen und auszuschreiben ... Daran geschicht Unser Will und Meinung,577,Herzog Friedrich Wilhelm II. von,Sachsen-Altenburg,Der Unschätzbare,gnd/102109168,GefeierteR,028C,Gelegenheitsschrift
23138,1669,5051:753602Z,Demnach dem großen Gott gefallen ... einen schwehren Trauerfall zu schicken/ und den ... Herrn Friederich Wilhelmen/ Herzogen zu Sachsen/ Jülich/ Cleve und Berg [et]c. unsern gnädigsten lieben Landes-Vater/ Fürsten und Herrn ... nach ausgestandener Kranckheit/ nechstverwichenen Donnerstag/ am 22. dieses Monats Aprilis ... uf dero Fürstl. Residentz Altenburg/ durch einen ... sanfften und seligen Tod von dieser Jammer-Welt zu sich  ... abzufordern/ auch derowegen über solchen Fürstl. Todes-Fall ein gemeines Land-Trauren in Fürstenthumen und Landen anzustellen und auszuschreiben ... Daran geschicht Unser Will und Meinung,577,Herzog Friedrich Wilhelm II. von,Sachsen-Altenburg,Der Unschätzbare,gnd/102109168,GefeierteR,028C,Einblattdruck
49031,1663,23:744030X,Die @Vnsterbligkeit der Fürsten Wolte Dem Durchlauchtigsten ... Herrn Friderich Wilhelmen/ Hertzogen zu Sachsen/ Jülich/ Cleve und Bergk/ Landgraffen in Thüringen ... Bey Frühzeitigem Hintritt Dero Hertz-geliebten ältesten Herrn Sohnes Des ... Hr. Christianen/ Herzogs zu Sachsen/ Jülich/ Cleve und Berg/ u.a.m. Unterthänigst zu Gemüthe führen ... Dero Hochfürstl. Durchl. Unterthänigster und Gehorsambster Diener Christoph Vater,577,Herzog Friedrich Wilhelm II. von,Sachsen-Altenburg,Der Unschätzbare,gnd/102109168,AdressatIn,028C,Gelegenheitsschrift
49031,1663,23:744030X,Die @Vnsterbligkeit der Fürsten Wolte Dem Durchlauchtigsten ... Herrn Friderich Wilhelmen/ Hertzogen zu Sachsen/ Jülich/ Cleve und Bergk/ Landgraffen in Thüringen ... Bey Frühzeitigem Hintritt Dero Hertz-geliebten ältesten Herrn Sohnes Des ... Hr. Christianen/ Herzogs zu Sachsen/ Jülich/ Cleve und Berg/ u.a.m. Unterthänigst zu Gemüthe führen ... Dero Hochfürstl. Durchl. Unterthänigster und Gehorsambster Diener Christoph Vater,577,Herzog Friedrich Wilhelm II. von,Sachsen-Altenburg,Der Unschätzbare,gnd/102109168,AdressatIn,028C,Lyrik
49031,1663,23:744030X,Die @Vnsterbligkeit der Fürsten Wolte Dem Durchlauchtigsten ... Herrn Friderich Wilhelmen/ Hertzogen zu Sachsen/ Jülich/ Cleve und Bergk/ Landgraffen in Thüringen ... Bey Frühzeitigem Hintritt Dero Hertz-geliebten ältesten Herrn Sohnes Des ... Hr. Christianen/ Herzogs zu Sachsen/ Jülich/ Cleve und Berg/ u.a.m. Unterthänigst zu Gemüthe führen ... Dero Hochfürstl. Durchl. Unterthänigster und Gehorsambster Diener Christoph Vater,577,Herzog Friedrich Wilhelm II. von,Sachsen-Altenburg,Der Unschätzbare,gnd/102109168,AdressatIn,028C,Einblattdruck
81586,1654,5051:753582W,Form Christlicher Vermahnung/ welche in den Kirchen des Hertzogthumbs Sachsen/ Coburgischen Theils/ denen/ so zum Beichtstuel sich finden wöllen/ des Sonnabends nach der Vesper fürgelesen,577,Herzog Friedrich Wilhelm II. von,Sachsen-Altenburg,Der Unschätzbare,gnd/102109168,VerfasserIn,028C,Amtsdruckschrift
81586,1654,5051:753582W,Form Christlicher Vermahnung/ welche in den Kirchen des Hertzogthumbs Sachsen/ Coburgischen Theils/ denen/ so zum Beichtstuel sich finden wöllen/ des Sonnabends nach der Vesper fürgelesen,577,Herzog Friedrich Wilhelm II. von,Sachsen-Altenburg,Der Unschätzbare,gnd/102109168,VerfasserIn,028C,Gebet
87427,1652,5051:753548R,Allgemeines Buß-Gebett,577,Herzog Friedrich Wilhelm II. von,Sachsen-Altenburg,Der Unschätzbare,gnd/102109168,VerfasserIn,028C,Gebet
87427,1652,5051:753548R,Allgemeines Buß-Gebett,577,Herzog Friedrich Wilhelm II. von,Sachsen-Altenburg,Der Unschätzbare,gnd/102109168,VerfasserIn,028C,Amtsdruckschrift
93726,1650,5051:753549Y,Gebett Für die heiligen drey Stände/ vnd Wohlfart der gantzen Christenheit,577,Herzog Friedrich Wilhelm II. von,Sachsen-Altenburg,Der Unschätzbare,gnd/102109168,VerfasserIn,028C,Gebet
93726,1650,5051:753549Y,Gebett Für die heiligen drey Stände/ vnd Wohlfart der gantzen Christenheit,577,Herzog Friedrich Wilhelm II. von,Sachsen-Altenburg,Der Unschätzbare,gnd/102109168,VerfasserIn,028C,Amtsdruckschrift
113936,1695,17:747566C,"Georgii Keysers/ p.t. Fürstl. Sächß. Ambts-Verwalthers zu Altenburg/ Neu-ausgefertigte und Vermehrte @Praxis Criminalis Bipartita, Oder Rechts-wohl-gegründete Anweisung/ wie in allen Peinlichen Fällen/ absonderlich auch in Entleibungs-Sachen/ von Anfang des erfahrnen/ gerügten oder angeklagten Delicti, bis zum Ende des Processus (I.) sowohl in Handhafften unübernächtigen Thaten/ zu Ersparung Zeit und Unkosten/ als auch übernächtigen Delictis, wieder die zur Hafft gebrachten/oder in der Flucht begriffenen Delinqventen/ Entweder Ex Officio, Per Viam Inquisitionis, oder Existente Accusatore, in Ordinario Processu, als (II.) in contumaciam rei fugitivi mit dem Achts-Process zu verfahren",577,Herzog Friedrich Wilhelm II. von,Sachsen-Altenburg,Der Unschätzbare,gnd/102109168,GeistigeR SchöpferIn,028C,NA
49070,1663,56:740388Q,"Memoria Meritorvm Serenissimi Ac Celsissimi Principis Ac Domini, Domini Wilhelmi Sexti, Hassiæ Landgravii ...",694,Landgraf Wilhelm VI. von,Hessen-Kassel,Der Auserkohrne,gnd/102035229,GefeierteR,028C,Gelegenheitsschrift
93763,1650,17:748727Z,"Apollon. Or Sus! Vous Charites, Trepignez Plaisamment, Le Pavan Espaignol Dansez A Laigrement, Carola Phoebe Au Ciel, Balla Mesme Cynthie, Comme En Terre Y Nasquist La Deesse Jolie Charlotte Amelie, Du Tres-Hault Et Tres-Illustre Prince Et Seigneur, Monseigneur Guillaume, Landgrave de Hessen ... heureux avec la tres-Haulte ... Princesse & Madame Hedwig Sophie, née de la Tige Electoral Serenissime, la Marquise de Brandenbourg &c. ...",694,Landgraf Wilhelm VI. von,Hessen-Kassel,Der Auserkohrne,gnd/102035229,GefeierteR,028C,Gelegenheitsschrift
286157,1679,15:752733C,Letzter Ehrendienst und Betrachtung Der Zeitlichen Nichtigkeit/ Welche Bey HochAdelicher Beerdigung Des ... Herrn Zachariæ Prüschencken/ von Lindenhof/ Herrn zu Bercka für dem Haynig/ ...,418,Zacharias Prüschenk von,Lindenhofen,Der Fördernde,gnd/100878962,GefeierteR,028C,Gelegenheitsschrift
286157,1679,15:752733C,Letzter Ehrendienst und Betrachtung Der Zeitlichen Nichtigkeit/ Welche Bey HochAdelicher Beerdigung Des ... Herrn Zachariæ Prüschencken/ von Lindenhof/ Herrn zu Bercka für dem Haynig/ ...,418,Zacharias Prüschenk von,Lindenhofen,Der Fördernde,gnd/100878962,GefeierteR,028C,Lyrik
286158,1679,15:752732V,Hertzliche Thränen der Hinterlaßenen/ Uber den so seeligen als Ihren schmertzhafft gefallenen tödlichen Hintritt/ Des Weyland HochEdel Gebohrnen Herrn/ Herrn Zacharias Prüschencken/ von Lindenhof/ Erb-Herrn zu Bercka/ HochFürstl. Sächs. Weymarischen gesambten Geheimbten Raths/ auch Regierungs und Consistorial Præsidentens des Fürstenthumbs Jena/,418,Zacharias Prüschenk von,Lindenhofen,Der Fördernde,gnd/100878962,GefeierteR,028C,Gelegenheitsschrift
286158,1679,15:752732V,Hertzliche Thränen der Hinterlaßenen/ Uber den so seeligen als Ihren schmertzhafft gefallenen tödlichen Hintritt/ Des Weyland HochEdel Gebohrnen Herrn/ Herrn Zacharias Prüschencken/ von Lindenhof/ Erb-Herrn zu Bercka/ HochFürstl. Sächs. Weymarischen gesambten Geheimbten Raths/ auch Regierungs und Consistorial Præsidentens des Fürstenthumbs Jena/,418,Zacharias Prüschenk von,Lindenhofen,Der Fördernde,gnd/100878962,GefeierteR,028C,Lyrik
18910,1670,70:751900S,De Sorite Et Ejus Apud JCtos Usu,881A,Johann Friedrich,Scharff,Der Unverachte(te),gnd/100551645,Praeses,028A,Dissertation
18910,1670,70:751900S,De Sorite Et Ejus Apud JCtos Usu,881A,Johann Friedrich,Scharff,Der Unverachte(te),gnd/100551645,Praeses,028A,Dissertation
307896,1674,17:751465S,"Disputatio Valedictoria De Spiritu Mundi, Contra J. Amos Comemium Quam in Illustrissima ad Albim Electorali Publico exponet Examini Præses M. Paulus Linsius, Facult. Philos. Adj. Respondente Theodoro Kunado, Grimmensi Misnico In Auditorio Majori a. d. 23. Maii hor. matut.",881A,Johann Friedrich,Scharff,Der Unverachte(te),gnd/100551645,VerfasserIn von ergänzendem Text,028C,Dissertation
90181,1651,17:750894W,"Trochaisches Sonnet Auff der Hochzeitlichen Begängnüß Des Edlen/ Vesten und Hochgelahrten Herrn/ Herrn Johann Helwig Sinolt/ genandt Schützen/ der beyden Rechten Licentiaten/ wie auch bey der Fürstlichen Universität Giessen Professoris Ordinarii, und Gräflichen Säynischen Raths,/ Mit der Edlen/ Ehrn: und Tugendbegabten Jungfraw Annen Barbaren/ Deß Wohl-Edlen/ Vesten und Hochgelahrten Herrn Philips Ludwig Fabricii, beeder Rechten vornehmen Doctoris, Fürstl. Hessischen Darmbstattischen gehaimen Raths und Cantzlars/ Jungfraw Tochter/",810,Johann Helwig,Sinoldt gen. Schütz,Der Gezeichnete,gnd/100401546,GefeierteR,028C,Gelegenheitsschrift
90182,1651,17:750808T,"Hochzeitlich Ehren-Schertz/ So Dem Edlen/ Vest und Hochgelahrten/ Herrn Johann Helwig Sinolt/ genandt Schütz/ der beeden Rechten Licentiaten/ wie auch Professoren bey der Universität Giessen/ und Gräflichen Saynische u. Rath, [et]c. Als er mit der Edlen/ Viel Tugendreichen Jungfraw Anna Barbaren, Deß Wohl-Edlen/ Vest und Hochgelahrten/ Herrn Philips Ludwig Fabricii, beeder Rechten Doctoris, Fürfte Hessischen Rath vnd Cantzlars/ Eheleiblichen Tochter Sein Hochzeitlichen Ehren Tag begieng/ vnd zugleich zum Doctoren der Rechten erkläret wurde in Giessen den 29. Tag Sept. 1651.",810,Johann Helwig,Sinoldt gen. Schütz,Der Gezeichnete,gnd/100401546,GefeierteR,028C,Gelegenheitsschrift
